multiverse_id,mtgo_id,set,collector_number,Rarity,Name,Mana Cost,Converted Mana Cost,Type Line,artist,USD Price,USD Foil Price,eur_price,tix_price,image_uri,scryfall_uri
,,FBB,286,R,Scrubland,"",0.0,Land,Jesper Myrfors,170.0,,,,https://img.scryfall.com/cards/large/front/e/8/e82fad14-3d4b-44dc-ab1c-35f535ea958b.jpg?1539999939,https://scryfall.com/card/fbb/286/fr/brousse
1656,,LEG,230,R,Hazezon Tamar,{4}{R}{G}{W},7.0,Creature,Richard Kane Ferguson,167.65,,120.75,,https://img.scryfall.com/cards/large/en/leg/230.jpg?1517813031,https://scryfall.com/card/leg/230/hazezon-tamar
689,,2ED,137,R,Word of Command,{B}{B},2.0,Instant,Jesper Myrfors,166.64,,61.97,,https://img.scryfall.com/cards/large/en/2ed/137.jpg?1525123889,https://scryfall.com/card/2ed/137/word-of-command
,,FBB,282,R,Badlands,"",0.0,Land,Rob Alexander,165.0,,,,https://img.scryfall.com/cards/large/front/2/f/2fb67912-3d3d-40d4-8aa0-141a8025b037.jpg?1539996696,https://scryfall.com/card/fbb/282/fr/d%C3%A9solation
947,,ARN,50,R,Ifh-Bíff Efreet,{2}{G}{G},4.0,Creature,Jesper Myrfors,165.0,,71.41,,https://img.scryfall.com/cards/large/en/arn/50.jpg?1534549728,https://scryfall.com/card/arn/50/ifh-b%C3%ADff-efreet
1490,,LEG,64,R,Land Equilibrium,{2}{U}{U},4.0,Enchantment,Jesper Myrfors,161.63,,120.72,,https://img.scryfall.com/cards/large/en/leg/64.jpg?1517813031,https://scryfall.com/card/leg/64/land-equilibrium
938,,ARN,19,R,Serendib Djinn,{2}{U}{U},4.0,Creature,Anson Maddocks,154.97,,86.64,,https://img.scryfall.com/cards/large/en/arn/19.jpg?1534550000,https://scryfall.com/card/arn/19/serendib-djinn
1379,,3ED,285,R,Savannah,"",0.0,Land,Rob Alexander,152.0,,94.91,,https://img.scryfall.com/cards/large/en/3ed/285.jpg?1517813031,https://scryfall.com/card/3ed/285/savannah
952,,ARN,54,R,Singing Tree,{3}{G},4.0,Creature,Rob Alexander,148.99,,36.65,,https://img.scryfall.com/cards/large/en/arn/54.jpg?1534549718,https://scryfall.com/card/arn/54/singing-tree
1481,,LEG,55,R,Field of Dreams,{U},1.0,Enchantment,Kaja Foglio,145.0,,85.33,,https://img.scryfall.com/cards/large/en/leg/55.jpg?1517813031,https://scryfall.com/card/leg/55/field-of-dreams
1679,,LEG,253,R,Rasputin Dreamweaver,{4}{W}{U},6.0,Creature,Andi Rusu,143.99,,92.43,,https://img.scryfall.com/cards/large/en/leg/253.jpg?1517813031,https://scryfall.com/card/leg/253/rasputin-dreamweaver
1047,,ATQ,14,U,Transmute Artifact,{U}{U},2.0,Sorcery,Anson Maddocks,141.23,,106.34,,https://img.scryfall.com/cards/large/en/atq/14.jpg?1517813031,https://scryfall.com/card/atq/14/transmute-artifact
1487,,LEG,61,R,In the Eye of Chaos,{2}{U},3.0,Enchantment,Brian Snõddy,139.99,,99.97,,https://img.scryfall.com/cards/large/en/leg/61.jpg?1517813031,https://scryfall.com/card/leg/61/in-the-eye-of-chaos
,,FBB,287,R,Taiga,"",0.0,Land,Rob Alexander,130.99,,,,https://img.scryfall.com/cards/large/front/1/d/1ddfceae-b9d0-4de8-aaf1-c12f780536c6.jpg?1539999957,https://scryfall.com/card/fbb/287/fr/ta%C3%AFga
666,,2ED,114,R,Lich,{B}{B}{B}{B},4.0,Enchantment,Daniel Gelon,130.0,,89.5,,https://img.scryfall.com/cards/large/en/2ed/114.jpg?1525123407,https://scryfall.com/card/2ed/114/lich
1043,,ATQ,11,U,Power Artifact,{U}{U},2.0,Enchantment,Douglas Shuler,129.43,,85.13,,https://img.scryfall.com/cards/large/en/atq/11.jpg?1517813031,https://scryfall.com/card/atq/11/power-artifact
1378,,3ED,284,R,Plateau,"",0.0,Land,Cornelius Brudi,128.96,,72.15,,https://img.scryfall.com/cards/large/en/3ed/284.jpg?1530524299,https://scryfall.com/card/3ed/284/plateau
12626,12551,ULG,126,R,Grim Monolith,{2},2.0,Artifact,Chippy,117.53,691.44,64.84,7.56,https://img.scryfall.com/cards/large/en/ulg/126.jpg?1517813031,https://scryfall.com/card/ulg/126/grim-monolith
306,,LEB,241,R,Cyclopean Tomb,{4},4.0,Artifact,Anson Maddocks,117.34,,282.75,,https://img.scryfall.com/cards/large/en/leb/241.jpg?1525123291,https://scryfall.com/card/leb/241/cyclopean-tomb
413599,60641,EMA,57,M,"Jace, the Mind Sculptor",{2}{U}{U},4.0,Planeswalker,Jason Chan,113.77,170.52,91.76,53.74,https://img.scryfall.com/cards/large/en/ema/57.jpg?1519048180,https://scryfall.com/card/ema/57/jace-the-mind-sculptor
3107,,ALL,28,U,Force of Will,{3}{U}{U},5.0,Instant,Terese Nielsen,110.38,,51.47,,https://img.scryfall.com/cards/large/en/all/28.jpg?1517813031,https://scryfall.com/card/all/28/force-of-will
1024,,ATQ,68,R,Tawnos's Coffin,{4},4.0,Artifact,Christopher Rush,109.25,,65.78,,https://img.scryfall.com/cards/large/en/atq/68.jpg?1517813031,https://scryfall.com/card/atq/68/tawnoss-coffin
463,,LEB,213,R,Natural Selection,{G},1.0,Instant,Mark Poole,106.99,,159.9,,https://img.scryfall.com/cards/large/en/leb/213.jpg?1525123991,https://scryfall.com/card/leb/213/natural-selection
9674,11893,USG,325,R,Serra's Sanctum,"",0.0,Land,Ciruelo,103.66,,68.73,5.07,https://img.scryfall.com/cards/large/en/usg/325.jpg?1517813031,https://scryfall.com/card/usg/325/serras-sanctum
1654,,LEG,228,R,Gwendlyn Di Corci,{U}{B}{B}{R},4.0,Creature,Julie Baroh,102.14,,79.99,,https://img.scryfall.com/cards/large/en/leg/228.jpg?1517813031,https://scryfall.com/card/leg/228/gwendlyn-di-corci
,,J15,4,R,Ravages of War,{3}{W},4.0,Sorcery,Fang Yue,,100.92,90.33,,https://img.scryfall.com/cards/large/en/j15/4.jpg?1529101629,https://scryfall.com/card/j15/4/ravages-of-war
912,,ARN,68,R,Ring of Ma'rûf,{5},5.0,Artifact,Dan Frazier,96.28,,35.5,,https://img.scryfall.com/cards/large/en/arn/68.jpg?1534549414,https://scryfall.com/card/arn/68/ring-of-mar%C3%BBf
5233,10379,STH,129,R,Sliver Queen,{W}{U}{B}{R}{G},5.0,Creature,Ron Spencer,96.15,,45.82,0.03,https://img.scryfall.com/cards/large/en/sth/129.jpg?1517813031,https://scryfall.com/card/sth/129/sliver-queen
1326,,3ED,185,R,Wheel of Fortune,{2}{R},3.0,Sorcery,Daniel Gelon,95.77,,60.12,,https://img.scryfall.com/cards/large/en/3ed/185.jpg?1517813031,https://scryfall.com/card/3ed/185/wheel-of-fortune
6150,10709,EXO,129,R,Survival of the Fittest,{1}{G},2.0,Enchantment,Pete Venters,94.66,,53.14,2.41,https://img.scryfall.com/cards/large/en/exo/129.jpg?1517813031,https://scryfall.com/card/exo/129/survival-of-the-fittest
,,J17,2,R,Capture of Jingzhou,{3}{U}{U},5.0,Sorcery,Jack Wei,,94.47,90.63,,https://img.scryfall.com/cards/large/en/j17/2.jpg?1521455261,https://scryfall.com/card/j17/2/capture-of-jingzhou
426069,63197,MM3,244,R,Scalding Tarn,"",0.0,Land,Philip Straub,93.22,124.15,73.78,17.94,https://img.scryfall.com/cards/large/en/mm3/244.jpg?1535416220,https://scryfall.com/card/mm3/244/scalding-tarn
967,,ARN,44,R,Ydwen Efreet,{R}{R}{R},3.0,Creature,Drew Tucker,90.0,,70.51,,https://img.scryfall.com/cards/large/en/arn/44.jpg?1534549382,https://scryfall.com/card/arn/44/ydwen-efreet
824,,2ED,180,R,Two-Headed Giant of Foriys,{4}{R},5.0,Creature,Anson Maddocks,89.99,,38.39,,https://img.scryfall.com/cards/large/en/2ed/180.jpg?1525123792,https://scryfall.com/card/2ed/180/two-headed-giant-of-foriys
1064,,ATQ,1,R,Argivian Archaeologist,{1}{W}{W},3.0,Creature,Amy Weber,89.33,,50.0,,https://img.scryfall.com/cards/large/en/atq/1.jpg?1517813031,https://scryfall.com/card/atq/1/argivian-archaeologist
397719,57258,MM2,223,M,Mox Opal,{0},0.0,Artifact,Volkan Baǵa,88.73,107.41,68.23,37.72,https://img.scryfall.com/cards/large/en/mm2/223.jpg?1517813031,https://scryfall.com/card/mm2/223/mox-opal
911,,ARN,67,R,Pyramids,{6},6.0,Artifact,Amy Weber,86.99,,35.35,,https://img.scryfall.com/cards/large/en/arn/67.jpg?1534549676,https://scryfall.com/card/arn/67/pyramids
10567,,PTK,153,C,Three Visits,{1}{G},2.0,Sorcery,Qu Xin,84.18,,46.75,,https://img.scryfall.com/cards/large/en/ptk/153.jpg?1517813031,https://scryfall.com/card/ptk/153/three-visits
10552,,PTK,124,R,Warrior's Oath,{R}{R},2.0,Sorcery,Mitsuaki Sagiri,83.82,,27.4,,https://img.scryfall.com/cards/large/en/ptk/124.jpg?1517813031,https://scryfall.com/card/ptk/124/warriors-oath
1642,,LEG,216,R,Adun Oakenshield,{B}{R}{G},3.0,Creature,Jeff A. Menges,81.09,,57.5,,https://img.scryfall.com/cards/large/en/leg/216.jpg?1517813031,https://scryfall.com/card/leg/216/adun-oakenshield
438631,66009,IMA,65,M,Mana Drain,{U}{U},2.0,Instant,Raymond Swanland,80.66,109.15,44.76,3.11,https://img.scryfall.com/cards/large/en/ima/65.jpg?1532086440,https://scryfall.com/card/ima/65/mana-drain
923,,ARN,30,U,Khabál Ghoul,{2}{B},3.0,Creature,Douglas Shuler,80.44,,57.4,,https://img.scryfall.com/cards/large/en/arn/30.jpg?1534549871,https://scryfall.com/card/arn/30/khab%C3%A1l-ghoul
10731,,PTK,144,R,Riding the Dilu Horse,{2}{G},3.0,Sorcery,Hong Yan,79.99,,53.45,,https://img.scryfall.com/cards/large/en/ptk/144.jpg?1517813031,https://scryfall.com/card/ptk/144/riding-the-dilu-horse
1688,,LEG,262,R,Tetsuo Umezawa,{U}{B}{R},3.0,Creature,Julie Baroh,79.99,,49.99,,https://img.scryfall.com/cards/large/en/leg/262.jpg?1517813031,https://scryfall.com/card/leg/262/tetsuo-umezawa
1445,,LEG,105,R,Hellfire,{2}{B}{B}{B},5.0,Sorcery,Pete Venters,74.99,,39.69,,https://img.scryfall.com/cards/large/en/leg/105.jpg?1517813031,https://scryfall.com/card/leg/105/hellfire
425901,63283,MM3,76,M,Liliana of the Veil,{1}{B}{B},3.0,Planeswalker,Steve Argyle,74.88,121.75,64.04,39.61,https://img.scryfall.com/cards/large/en/mm3/76.jpg?1517813031,https://scryfall.com/card/mm3/76/liliana-of-the-veil
10730,,PTK,109,R,"Dong Zhou, the Tyrant",{4}{R},5.0,Creature,Inoue Junichi,72.44,,28.72,,https://img.scryfall.com/cards/large/en/ptk/109.jpg?1517813031,https://scryfall.com/card/ptk/109/dong-zhou-the-tyrant
5629,12349,USG,171,R,Yawgmoth's Will,{2}{B},3.0,Sorcery,Ron Spencer,71.93,,37.31,0.91,https://img.scryfall.com/cards/large/en/usg/171.jpg?1517813031,https://scryfall.com/card/usg/171/yawgmoths-will
193400,34704,ZEN,229,R,Verdant Catacombs,"",0.0,Land,Vance Kovacs,71.74,135.09,40.09,10.18,https://img.scryfall.com/cards/large/en/zen/229.jpg?1517813031,https://scryfall.com/card/zen/229/verdant-catacombs
1423,,LEG,296,R,Sword of the Ages,{6},6.0,Artifact,Dan Frazier,69.85,,34.08,,https://img.scryfall.com/cards/large/en/leg/296.jpg?1517813031,https://scryfall.com/card/leg/296/sword-of-the-ages
370413,48864,MMA,75,M,Dark Confidant,{1}{B},2.0,Creature,Scott M. Fischer,69.15,81.14,43.71,7.69,https://img.scryfall.com/cards/large/en/mma/75.jpg?1517813031,https://scryfall.com/card/mma/75/dark-confidant
10721,,PTK,45,R,Lady Sun,{1}{U}{U},3.0,Creature,Miao Aili,68.97,,33.3,,https://img.scryfall.com/cards/large/en/ptk/45.jpg?1517813031,https://scryfall.com/card/ptk/45/lady-sun
391948,55364,FRF,1,M,"Ugin, the Spirit Dragon",{8},8.0,Planeswalker,Raymond Swanland,68.86,155.27,54.52,0.35,https://img.scryfall.com/cards/large/en/frf/1.jpg?1517813031,https://scryfall.com/card/frf/1/ugin-the-spirit-dragon
426065,63199,MM3,240,R,Misty Rainforest,"",0.0,Land,Shelly Wan,68.55,90.02,42.47,10.62,https://img.scryfall.com/cards/large/en/mm3/240.jpg?1546109249,https://scryfall.com/card/mm3/240/misty-rainforest
10423,12385,USG,103,R,Time Spiral,{4}{U}{U},6.0,Sorcery,Michael Sutfin,66.81,,42.33,2.31,https://img.scryfall.com/cards/large/en/usg/103.jpg?1548218310,https://scryfall.com/card/usg/103/time-spiral
1606,,LEG,8,R,Divine Intervention,{6}{W}{W},8.0,Enchantment,Amy Weber,64.49,,55.91,,https://img.scryfall.com/cards/large/en/leg/8.jpg?1517813031,https://scryfall.com/card/leg/8/divine-intervention
221563,39587,MBS,99,M,Blightsteel Colossus,{12},12.0,Creature,Chris Rahn,62.85,144.08,34.62,1.21,https://img.scryfall.com/cards/large/en/mbs/99.jpg?1517813031,https://scryfall.com/card/mbs/99/blightsteel-colossus
438806,66359,IMA,240,R,Horizon Canopy,"",0.0,Land,Noah Bradley,61.67,76.18,47.35,29.44,https://img.scryfall.com/cards/large/en/ima/240.jpg?1530592713,https://scryfall.com/card/ima/240/horizon-canopy
278058,44245,AVR,226,R,Cavern of Souls,"",0.0,Land,Cliff Childs,60.86,166.6,50.89,14.93,https://img.scryfall.com/cards/large/en/avr/226.jpg?1517813031,https://scryfall.com/card/avr/226/cavern-of-souls
397828,57310,MM2,4,M,Karn Liberated,{7},7.0, Planeswalker,Jason Chan,60.26,82.36,50.14,30.55,https://img.scryfall.com/cards/large/en/mm2/4.jpg?1517813031,https://scryfall.com/card/mm2/4/karn-liberated
1577,,LEG,151,R,Gravity Sphere,{2}{R},3.0,World Enchantment,Brian Snõddy,59.97,,35.99,,https://img.scryfall.com/cards/large/en/leg/151.jpg?1517813031,https://scryfall.com/card/leg/151/gravity-sphere
511,,LEB,169,R,Raging River,{R}{R},2.0,Enchantment,Sandra Everingham,59.95,,195.08,,https://img.scryfall.com/cards/large/en/leb/169.jpg?1525124336,https://scryfall.com/card/leb/169/raging-river
227676,42512,ISD,78,R,Snapcaster Mage,{1}{U},2.0,Creature — Human Wizard,Volkan Baǵa,59.53,154.64,47.8,7.51,https://img.scryfall.com/cards/large/front/9/e/9e5b279e-4670-4a1e-87d0-3cab7e4f9e58.jpg?1545407587,https://scryfall.com/card/isd/78/snapcaster-mage
,,J12,1,R,"Xiahou Dun, the One-Eyed",{2}{B}{B},4.0, Creature — Human Soldier,Junko Taguchi,,59.52,32.55,,https://img.scryfall.com/cards/large/en/j12/1.jpg?1517813031,https://scryfall.com/card/j12/1/xiahou-dun-the-one-eyed
4707,9897,TMP,70,R,Intuition,{2}{U},3.0,Instant,April Lee,59.33,,36.21,1.72,https://img.scryfall.com/cards/large/en/tmp/70.jpg?1517813031,https://scryfall.com/card/tmp/70/intuition
370411,48920,MMA,203,R,Chalice of the Void,{X}{X},0.0,Artifact,Mark Zug,55.49,65.0,34.62,27.6,https://img.scryfall.com/cards/large/en/mma/203.jpg?1517813031,https://scryfall.com/card/mma/203/chalice-of-the-void
15138,12791,UDS,1,R,Academy Rector,{3}{W},4.0,Creature — Human Cleric,Heather Hudson,55.43,649.98,35.66,6.95,https://img.scryfall.com/cards/large/en/uds/1.jpg?1517813031,https://scryfall.com/card/uds/1/academy-rector
140216,28463,LRW,259,R,Rings of Brighthearth,{3},3.0,Artifact,Howard Lyon,55.43,64.41,16.71,0.03,https://img.scryfall.com/cards/large/en/lrw/259.jpg?1517813031,https://scryfall.com/card/lrw/259/rings-of-brighthearth
1534,,LEG,194,R,Master of the Hunt,{2}{G}{G},4.0,Creature — Human,Jeff A. Menges,55.0,,44.96,,https://img.scryfall.com/cards/large/en/leg/194.jpg?1517813031,https://scryfall.com/card/leg/194/master-of-the-hunt
136146,26850,FUT,158,R,Sliver Legion,{W}{U}{B}{R}{G},5.0, Creature — Sliver,Ron Spears,54.97,124.16,23.27,0.04,https://img.scryfall.com/cards/large/en/fut/158.jpg?1517813031,https://scryfall.com/card/fut/158/sliver-legion
4756,9823,TMP,222,R,Earthcraft,{1}{G},2.0,Enchantment,Randy Gallegos,54.47,,38.9,3.3,https://img.scryfall.com/cards/large/en/tmp/222.jpg?1517813031,https://scryfall.com/card/tmp/222/earthcraft
5837,11975,USG,76,R,Gilded Drake,{1}{U},2.0,Creature — Drake,Bob Eggleton,54.42,,32.67,1.5,https://img.scryfall.com/cards/large/en/usg/76.jpg?1517813031,https://scryfall.com/card/usg/76/gilded-drake
370387,48848,MMA,141,R,Doubling Season,{4}{G},5.0,Enchantment,Chuck Lukacs,53.87,62.59,30.37,0.82,https://img.scryfall.com/cards/large/en/mma/141.jpg?1517813031,https://scryfall.com/card/mma/141/doubling-season
4320,,POR,188,R,Sylvan Tutor,{G},1.0,Sorcery,Kaja Foglio,53.15,,32.51,,https://img.scryfall.com/cards/large/en/por/188.jpg?1517813031,https://scryfall.com/card/por/188/sylvan-tutor
1552,,LEG,212,R,Willow Satyr,{2}{G}{G},4.0,Creature — Satyr,Jeff A. Menges,51.75,,40.61,,https://img.scryfall.com/cards/large/en/leg/212.jpg?1517813031,https://scryfall.com/card/leg/212/willow-satyr
1581,,LEG,155,R,Kobold Overlord,{1}{R},2.0,Creature — Kobold,Julie Baroh,51.16,,43.5,,https://img.scryfall.com/cards/large/en/leg/155.jpg?1517813031,https://scryfall.com/card/leg/155/kobold-overlord
46429,20535,DST,148,R,Sword of Fire and Ice,{3},3.0,Artifact — Equipment,Mark Zug,50.73,82.24,23.51,1.67,https://img.scryfall.com/cards/large/en/dst/148.jpg?1517813031,https://scryfall.com/card/dst/148/sword-of-fire-and-ice
15246,12921,UDS,135,R,Metalworker,{3},3.0,Artifact Creature — Construct,Don Hazeltine,50.64,690.09,25.93,2.28,https://img.scryfall.com/cards/large/en/uds/135.jpg?1519122721,https://scryfall.com/card/uds/135/metalworker
4628,9743,TMP,308,R,Scroll Rack,{2},2.0,Artifact,Heather Hudson,50.57,,26.74,3.24,https://img.scryfall.com/cards/large/en/tmp/308.jpg?1517813031,https://scryfall.com/card/tmp/308/scroll-rack
